unique_id,row_index,llm_call_id,内容简介,采购方名称,中标商名称,采购物品名称,采购数量,中标金额,是否设备采购,pydantic_validated,parsing_method
matched_row_10,10,call_afc1d2cca235457a,"医院名称：北京市延庆区南菜园社区卫生服务中心,产品名称：右归胶囊,商品名：无,剂型：胶囊剂,规格：0.45g,生产企业：江西银涛药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20030134",,,右归胶囊,0.0,,False,True,pydantic_direct
matched_row_11,11,call_46e7b5d6277c41a4,"医院名称：北京市通州区中医医院,产品名称：天丹通络片,商品名：无,剂型：薄膜衣片,规格：0.415g,生产企业：山东凤凰制药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20090152",,,天丹通络片,0.0,,False,True,pydantic_direct
matched_row_12,12,call_ed1d50c1f5854202,"医院名称：北京市石景山区妇幼保健院,产品名称：新生化颗粒,商品名：无,剂型：颗粒剂,规格：6g,生产企业：江苏融昱药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20163013",,,新生化颗粒,0.0,,False,True,pydantic_direct
matched_row_13,13,call_a47feb05d2274e65,"医院名称：北京市宣武中医医院,产品名称：生血宝合剂,商品名：无,剂型：合剂（含口服液）,规格：100ml（无糖型）,生产企业：清华德人西安幸福制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20050770",,,生血宝合剂,0.0,,False,True,pydantic_direct
matched_row_14,14,call_21ec9fe8efc8473b,"医院名称：延庆区康庄镇社区卫生服务中心小丰营社区卫生服务站,产品名称：疏风解毒胶囊,商品名：无,剂型：胶囊剂,规格：0.52g,生产企业：安徽济人药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20090047",,,疏风解毒胶囊,0.0,,False,True,pydantic_direct
matched_row_15,15,call_8d5d339c9ed1457a,"医院名称：平谷区东高村镇社区卫生服务中心东高村社区卫生服务站,产品名称：氯化钾,商品名：无,剂型：缓释片,规格：0.5g,生产企业：上海海虹实业(集团)巢湖今辰药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H34021120",,,氯化钾,0.0,,False,True,pydantic_direct
matched_row_16,16,call_2ce67dedaab84325,"医院名称：中国航天科工集团七三一医院,产品名称：半胱氨酸,商品名：易维适,剂型：胶囊剂,规格：0.2g,生产企业：广东人人康药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H20000519",,,半胱氨酸,0.0,,False,True,pydantic_direct
matched_row_17,17,call_388c16fde3244045,"医院名称：北京中医药大学第三附属医院,产品名称：风湿祛痛胶囊,商品名：无,剂型：胶囊剂,规格：0.3g,生产企业：通化金马药业集团股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20020129",,,风湿祛痛胶囊,0.0,,False,True,pydantic_direct
matched_row_18,18,call_e67eaac0f59040a4,"医院名称：北京市延庆区永宁镇社区卫生服务中心,产品名称：湿毒清片,商品名：无,剂型：薄膜衣片,规格：0.62g,生产企业：广西玉林制药集团有限责任公司,配送企业：,订购数量：0,批准文号：国药准字Z20090854",,,湿毒清片,0.0,,False,True,pydantic_direct
matched_row_19,19,call_41ee245c57f84317,"医院名称：北京市朝阳区东风社区卫生服务中心泛海分中心,产品名称：格列喹酮,商品名：糖适平,剂型：素片,规格：30mg,生产企业：北京万辉双鹤药业有限责任公司,配送企业：,订购数量：0,批准文号：国药准字H10940258",,,格列喹酮,0.0,,False,True,pydantic_direct
matched_row_20,20,call_dc88eaf7d53b4605,"医院名称：北京市延庆区医院（北京大学第三医院延庆医院）,产品名称：柏子养心片,商品名：无,剂型：薄膜衣片,规格：0.3g,生产企业：伊春五加参药业有限责任公司,配送企业：,订购数量：0,批准文号：国药准字Z23020011",,,柏子养心片,0.0,,False,True,pydantic_direct
matched_row_21,21,call_a3247456262a4c64,"医院名称：北京市房山区城关街道辛庄社区卫生服务站,产品名称：清热通淋片,商品名：无,剂型：薄膜衣片,规格：0.39g,生产企业：江西杏林白马药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20050124",,,清热通淋片,0.0,,False,True,pydantic_direct
matched_row_22,22,call_4b6e3458878f4b8e,"医院名称：北京市朝阳区高碑店社区卫生服务中心,产品名称：感冒清热颗粒,商品名：无,剂型：颗粒剂,规格：6g,生产企业：北京同仁堂科技发展股份有限公司制药厂,配送企业：,订购数量：0,批准文号：国药准字Z11020361",,,感冒清热颗粒,0.0,,False,True,pydantic_direct
matched_row_23,23,call_b1f71727a19a42e0,"医院名称：北京市昌平区沙河卫生服务中心兆丰家园社区卫生服务站,产品名称：摩罗丹,商品名：无,剂型：浓缩丸,规格：1.84g/16丸(相当于生药材4.5g),生产企业：邯郸制药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20090013",,,摩罗丹,0.0,,False,True,pydantic_direct
matched_row_24,24,call_80c7e7b4662c42c5,"医院名称：北京市东城区东花市社区卫生服务中心,产品名称：氟比洛芬,商品名：无,剂型：凝胶膏剂,规格：12g:40mg(13.6cm×10cm),生产企业：日本MIKASA SEIYAKU CO.,LTD KAKEGAWA FACTORY(北京泰德制药股份有限公司分装),配送企业：,订购数量：0,批准文号：国药准字J20140168",,,氟比洛芬,0.0,,False,True,pydantic_direct
matched_row_25,25,call_866efdda4fc04e87,一、项目编号： CDGL-ZB-ZJK（2020-38） 二、项目名称： 蔚县卫生健康局数字化X射线摄影系统（DR） 三、中标（成交）信息 供应商名称 供应商地址 供应商组织机构代码 廊坊市中诚康宇医药有限公司 廊坊市安次区仇庄镇小王务村西口 91131002780835569E 四、主要标的信息 货物 供应商名称 货物名称 货物品牌 规格型号 数量 单价 中标金额 下浮率 费率 优惠率 优惠产品说明 优惠价/入围价 廊坊市中诚康宇医药有限公司 数字化X射线摄影系统（DR） 深圳市安健科技股份有限公司 DP560 1套 396500 396500 0 0 0.875% / / 五、评审专家（单一来源采购人员）名单： 高彦俊、张翠静、王秀宏 六、代理服务收费标准及金额 本项目代理费总金额：5947.5 本项目代理费收费标准:《招标代理服务收费管理暂行办法》计价格[2002]1980号文和发改价格[2011]534号 七、公告期限 自本公告发布之日起1个工作日。 八、其他补充事宜 九、凡对本次公告内容提出询问，请按以下方式联系。 1.采购人信息 名称： 蔚县卫生健康局 地址 ： 雪绒花大道与建设南大街交叉口东北角 联系方式： 赵先生 15631341560 2.采购代理机构信息 名称 ： 中新创达咨询有限公司 地址 ： 郑州市高新技术产业开发区翠竹街1号95栋 联系方式 ： 周伟云 0313-5806322 3.项目联系方式 项目联系人： 周伟云 电话： 0313-5806322 十、附件 蔚县卫生健康局,,,数字化X射线摄影系统（DR）,1.0,396500.0,True,True,pydantic_direct
matched_row_26,26,call_c705e198ebf24734,"医院名称：北京市崇文区天坛东里社区卫生服务站,产品名称：颈舒颗粒,商品名：无,剂型：颗粒剂,规格：6g,生产企业：国药集团精方(安徽)药业股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20010153",,,颈舒颗粒,0.0,,False,True,pydantic_direct
matched_row_27,27,call_8320c40b1ab9467b,重庆市渝北区人民医院医用耗材（一）采购结果公告 发布日期： 2020年7月17日 一、采购方式：竞争性磋商 采购执行编号：CGB2020-40 二、评审日期： 2020年7月14日 三、公告日期： 2020年7月14日 四、结果(入围供应商) 分包七：第一名 重庆医药和平医疗器械有限公司 分包九：第一名 重庆医药和平医疗器械有限公司 第二名 重庆亚安医疗器械有限公司 分包十：第一名 重庆瑞合医疗器械有限公司 第二名 重庆亚安医疗器械有限公司 第三名 重庆圣全医疗科技有限公司 其余分包，有效投标供应商不足三家，流标 五、联系人 采购人：重庆市渝北区人民医院 采购经办人：商雪蕾 采购人电话：61802568 采购人地址：重庆市渝北区仙桃街道中央公园北路23号 免责声明： 采购人在本页面发布的任何信息应当真实、有效、完整，并对发布的信息承担相应法律责任。,,,医用耗材,,,False,True,pydantic_direct
matched_row_28,28,call_ae9d0f8885b74637,"医院名称：北京市房山区张坊镇社区卫生服务中心,产品名称：六味地黄丸,商品名：无,剂型：浓缩丸,规格：每8丸重1.44克( 每8丸相当于原药材3g ),生产企业：北京同仁堂科技发展股份有限公司制药厂,配送企业：,订购数量：0,批准文号：国药准字Z19993068",,,六味地黄丸,0.0,,False,True,pydantic_direct
matched_row_29,29,call_df1b6c60d6c04f9c,"医院名称：北京市房山区燕山向阳社区卫生服务站,产品名称：六君子丸,商品名：无,剂型：水丸,规格：9g,生产企业：吉林紫鑫药业股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z22024784",,,六君子丸,0.0,,False,True,pydantic_direct
matched_row_30,30,call_2245dc2942234b41,"医院名称：房山区青龙湖镇坨里社区卫生服务站,产品名称：牛黄上清丸,商品名：无,剂型：水蜜丸,规格：3.5g(3.5g/80丸)(体外培育牛黄),生产企业：国药集团中联药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20023096",,,牛黄上清丸,0.0,,False,True,pydantic_direct
matched_row_31,31,call_fe33031b66b14cd9,"医院名称：沙河社区卫生服务中心,产品名称：桂附地黄丸,商品名：无,剂型：水蜜丸,规格：72g(20g/100丸),生产企业：北京同仁堂科技发展股份有限公司制药厂,配送企业：,订购数量：0,批准文号：国药准字Z20055685",,,桂附地黄丸,0.0,,False,True,pydantic_direct
matched_row_32,32,call_0b29712e293d47ed,"医院名称：北京市房山区韩村河尤家坟社区卫生服务站,产品名称：注射用血栓通,商品名：无,剂型：冻干粉针剂,规格：0.25g,生产企业：广西梧州制药(集团)股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20025652",,,注射用血栓通,0.0,,False,True,pydantic_direct
matched_row_33,33,call_ff2f6712c4d34b3e,"医院名称：北京市丰台区卢沟桥国医社区卫生服务中心,产品名称：呋塞米,商品名：无,剂型：注射液,规格：2ml:20mg,生产企业：天津金耀药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H12020527",,,呋塞米,0.0,,False,True,pydantic_direct
matched_row_34,34,call_d720b4a7533b42cf,"医院名称：北京北亚中医医院,产品名称：脑心通胶囊,商品名：无,剂型：胶囊剂,规格：0.4g,生产企业：陕西步长制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20025001",,,脑心通胶囊,0.0,,False,True,pydantic_direct
matched_row_35,35,call_e6437c9c8ba6488e,"医院名称：南独乐河社区卫生服务中心刘家河社区卫生服务站,产品名称：吲达帕胺,商品名：无,剂型：缓释片,规格：1.5mg,生产企业：黄山中皇制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H20070262",,,吲达帕胺,0.0,,False,True,pydantic_direct
matched_row_36,36,call_28fb74e076e84ac2,"医院名称：北京普祥中医肿瘤医院,产品名称：西咪替丁,商品名：无,剂型：注射液,规格：2ml:0.2g,生产企业：山东方明药业集团股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H37023309",,,西咪替丁,0.0,,False,True,pydantic_direct
matched_row_37,37,call_875bde07b83d4158,"医院名称：北京市朝阳区高碑店地区白家楼社区卫生服务站,产品名称：格列美脲,商品名：亚莫利,剂型：素片,规格：2mg,生产企业：赛诺菲(北京)制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H20057672",,,格列美脲,0.0,,False,True,pydantic_direct
matched_row_38,38,call_d00d25bd3bd04296,"医院名称：北京市房山区大石窝镇社区卫生服务中心,产品名称：克拉霉素,商品名：无,剂型：薄膜衣片,规格：0.125g,生产企业：广东逸舒制药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H20059139",,,克拉霉素,0.0,,False,True,pydantic_direct
matched_row_39,39,call_6e510a9e43f04b9b,"医院名称：北京市朝阳区东风社区卫生服务中心泛海分中心,产品名称：清开灵颗粒,商品名：无,剂型：颗粒剂,规格：3g(含黄芩苷20mg),生产企业：广州白云山明兴制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z10950088",,,清开灵颗粒,0.0,,False,True,pydantic_direct
matched_row_40,40,call_aaa7d102b5b24a5b,"医院名称：中国民用航空总医院,产品名称：氯雷他定,商品名：开瑞坦,剂型：糖浆剂,规格：60ml(1mg/ml),生产企业：比利时先灵葆雅制药厂Schering-Plough Labo N. V.,配送企业：,订购数量：0,批准文号：H20170182",,,氯雷他定,0.0,,False,True,pydantic_direct
matched_row_41,41,call_31ffe6bc65534217,"医院名称：航空总医院,产品名称：氯雷他定,商品名：开瑞坦,剂型：糖浆剂,规格：60ml(1mg/ml),生产企业：比利时先灵葆雅制药厂Schering-Plough Labo N. V.,配送企业：,订购数量：0,批准文号：H20170182",,,氯雷他定,0.0,,False,True,pydantic_direct
matched_row_42,42,call_d3b4b6f197c24f63,"医院名称：北京市海淀区学院路街道建清园社区卫生服务站,产品名称：气滞胃痛颗粒,商品名：无,剂型：颗粒剂,规格：2.5g,生产企业：辽宁华润本溪三药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z21021522",,,气滞胃痛颗粒,0.0,,False,True,pydantic_direct
matched_row_43,43,call_c9f304723a9d4c9a,"医院名称：北京市丰台区南苑社区卫生服务中心,产品名称：伏格列波糖,商品名：无,剂型：分散片,规格：0.2mg,生产企业：江苏晨牌药业集团股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H20061197",,,伏格列波糖,0.0,,False,True,pydantic_direct
matched_row_44,44,call_81541beb69c94241,"医院名称：北京国都医院,产品名称：便通片(薄膜衣),商品名：无,剂型：薄膜衣片,规格：0.46g,生产企业：泰华天然生物制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20063318",,,便通片(薄膜衣),0.0,,False,True,pydantic_direct
matched_row_45,45,call_27b578e5f9624538,"医院名称：中国航天科工集团七三一医院,产品名称：呋塞米,商品名：无,剂型：素片,规格：20mg,生产企业：天津力生制药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H12020163",,,呋塞米,0.0,,False,True,pydantic_direct
matched_row_46,46,call_7d98915afaf94fa9,"医院名称：北京市平谷区黄松峪乡社区卫生服务中心,产品名称：防风通圣丸,商品名：无,剂型：水丸,规格：1g/20丸,生产企业：北京同仁堂科技发展股份有限公司制药厂,配送企业：,订购数量：0,批准文号：国药准字Z11020246",,,防风通圣丸,0.0,,False,True,pydantic_direct
matched_row_47,47,call_c308907503674358,"医院名称：北京市朝阳区管庄第二社区卫生服务中心,产品名称：金匮肾气丸,商品名：无,剂型：水蜜丸,规格：72g(20g/100粒),生产企业：北京同仁堂科技发展股份有限公司制药厂,配送企业：,订购数量：0,批准文号：国药准字Z11020147",,,金匮肾气丸,0.0,,False,True,pydantic_direct
matched_row_48,48,call_51a0b243fee440e5,"医院名称：北京市海淀区上地社区卫生服务中心,产品名称：穿心莲滴丸,商品名：无,剂型：滴丸,规格：每丸重42mg,生产企业：四川字库山制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20090358",,,穿心莲滴丸,0.0,,False,True,pydantic_direct
matched_row_49,49,call_b8d5fc472fbd40f0,"医院名称：北京市昌平区沙河镇辛力屯村卫生室,产品名称：牛黄清胃丸,商品名：无,剂型：蜜丸,规格：6g,生产企业：北京同仁堂股份有限公司同仁堂制药厂,配送企业：,订购数量：0,批准文号：国药准字Z11020212",,,牛黄清胃丸,0.0,,False,True,pydantic_direct
matched_row_50,50,call_bd8f91eeb8a94bfd,"医院名称：北京市朝阳区王四营地区观音堂社区卫生服务站,产品名称：六味地黄丸,商品名：无,剂型：浓缩丸,规格：每8丸重1.44克( 每8丸相当于原药材3g ),生产企业：回音必集团安徽制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z34021037",,,六味地黄丸,0.0,,False,True,pydantic_direct
matched_row_51,51,call_24cd39e7c821485a,"医院名称：北京市房山区大石窝镇社区卫生服务中心,产品名称：安神补心片,商品名：无,剂型：薄膜衣片,规格：0.32g,生产企业：太极集团浙江东方制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20054311",,,安神补心片,0.0,,False,True,pydantic_direct
matched_row_52,52,call_9b307dbe0e564bec,"医院名称：北京市房山区长阳镇社区卫生服务中心,产品名称：口腔炎喷雾剂,商品名：无,剂型：喷雾剂,规格：25ml,生产企业：黑龙江天龙药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20044198",,,口腔炎喷雾剂,0.0,,False,True,pydantic_direct
matched_row_53,53,call_3b7c5e03b57844a7,"医院名称：北京市房山区长阳镇社区卫生服务中心,产品名称：阿奇霉素,商品名：顺峰康奇,剂型：糖浆剂,规格：60ml:1.5g,生产企业：广东华润顺峰药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H20000308",,,阿奇霉素,0.0,,False,True,pydantic_direct
matched_row_54,54,call_08afbb87c7ed42bb,"医院名称：北京市东城区永定门外社区卫生服务中心,产品名称：金水宝片,商品名：无,剂型：薄膜衣片,规格：0.42g(含发酵虫草菌粉0.25g),生产企业：江西济民可信药业有限公司,配送企业：,订购数量：600,批准文号：国药准字Z20163112",,,金水宝片,600.0,,False,True,pydantic_direct
matched_row_55,55,call_be12da98991340a6,2017-2018年中央补助艾滋病防治项目结余资金采购项目中标（成交）公告（第14包、第22包、第23包） 一、项目相关情况 项目名称：2017-2018年中央补助艾滋病防治项目结余资金采购项目 项目编号：2019HACZ4399 项目分包（标段）：第23包 细胞质控品 第22包 病毒载量仪2 第14包 HIV抗体快速检测试剂（四代） 财政编号：RWHF(W)2019-045 招标（采购）方式：单一来源 招标（采购）公告发布日期： 开标（采购）日期：202,,,"细胞质控品, 病毒载量仪2, HIV抗体快速检测试剂（四代）",,,True,True,pydantic_direct
matched_row_56,56,call_88679b944d0c4642,"医院名称：北京市门头沟区医院,产品名称：亮菌,商品名：无,剂型：口服溶液剂,规格：10ml,生产企业：四川先通药业有限责任公司,配送企业：,订购数量：0,批准文号：国药准字H51023188",,,亮菌,0.0,,False,True,pydantic_direct
matched_row_57,57,call_15b37fbbb8414a65,"医院名称：北京市房山区大石窝镇社区卫生服务中心,产品名称：尼麦角林,商品名：无,剂型：薄膜衣片,规格：10mg,生产企业：山东齐都药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H20113418",,,尼麦角林,0.0,,False,True,pydantic_direct
matched_row_58,58,call_1caede8ce6244a74,"医院名称：北京市房山区阎村镇社区卫生服务中心,产品名称：肾衰宁胶囊,商品名：无,剂型：胶囊剂,规格：0.35g,生产企业：云南雷允上理想药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z53021547",,,肾衰宁胶囊,0.0,,False,True,pydantic_direct
matched_row_59,59,call_b91be8575fc84a40,"医院名称：北京市顺义区法医院,产品名称：六味地黄丸,商品名：无,剂型：浓缩丸,规格：每8丸重1.44克( 每8丸相当于原药材3g ),生产企业：北京同仁堂科技发展股份有限公司制药厂,配送企业：,订购数量：0,批准文号：国药准字Z19993068",,,六味地黄丸,0.0,,False,True,pydantic_direct
matched_row_60,60,call_59f4a51f0c144686,"医院名称：北京市大兴区青云店镇中心卫生院,产品名称：替格瑞洛,商品名：倍林达,剂型：薄膜衣片,规格：90mg,生产企业：瑞典阿斯利康AstraZeneca AB(阿斯利康制药分装),配送企业：,订购数量：0,批准文号：国药准字J20130020",,,替格瑞洛,0.0,,False,True,pydantic_direct
matched_row_61,61,call_987ae1987b034408,"医院名称：北京大学第三医院,产品名称：复方鲜竹沥液,商品名：无,剂型：合剂（含口服液）,规格：20ml,生产企业：江西济民可信药业有限公司,配送企业：,订购数量：0,批准文号：国药准字Z36021946",,,复方鲜竹沥液,0.0,,False,True,pydantic_direct
matched_row_62,62,call_bf46457bebff45e5,"医院名称：北京市朝阳区和平街街道小黄庄社区卫生服务站,产品名称：湿毒清片,商品名：无,剂型：薄膜衣片,规格：0.62g,生产企业：广西玉林制药集团有限责任公司,配送企业：,订购数量：0,批准文号：国药准字Z20090854",,,湿毒清片,0.0,,False,True,pydantic_direct
matched_row_63,63,call_3d12bc0d11314f22,"医院名称：北京市朝阳区东坝地区红松园社区卫生服务站,产品名称：小金片,商品名：无,剂型：素片,规格：0.36g,生产企业：太极集团重庆桐君阁药厂有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20026801",,,小金片,0.0,,False,True,pydantic_direct
matched_row_64,64,call_20ae05afa0fa4816,"医院名称：北京市通州区梨园镇半壁店社区卫生服务站,产品名称：消化酶,商品名：无,剂型：素片,规格：复合消化酶15mg,脂肪酶3.3mg,酒曲蛋白酶10mg,生产企业：西南药业股份有限公司,配送企业：,订购数量：0,批准文号：国药准字H20080320",,,消化酶,0.0,,False,True,pydantic_direct
matched_row_65,65,call_c6d77cad259a468f,"医院名称：北京市怀柔区泉河街道社区卫生服务中心,产品名称：氯沙坦钾氢氯噻嗪,商品名：无,剂型：薄膜衣片,规格：氯沙坦钾50mg,氢氯噻嗪12.5mg,生产企业：北京双吉制药有限公司,配送企业：,订购数量：0,批准文号：国药准字H20083666",,,氯沙坦钾氢氯噻嗪,0.0,,False,True,pydantic_direct
matched_row_66,66,call_d4031dec8d744855,"医院名称：北京惠民中医儿童医院有限公司,产品名称：头孢地尼,商品名：希福尼,剂型：分散片,规格：50mg,生产企业：天津市中央药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H20060980",,,头孢地尼,0.0,,False,True,pydantic_direct
matched_row_67,67,call_252ab179645849bf,"医院名称：北京市丰台区大红门街道南顶路社区卫生服务站,产品名称：甲钴胺,商品名：弥可保,剂型：薄膜衣片,规格：0.5mg,生产企业：卫材(中国)药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H20143107",,,甲钴胺,0.0,,False,True,pydantic_direct
matched_row_68,68,call_e2d87537b4934360,"医院名称：北京市通州区中医医院,产品名称：重组人胰岛素,商品名：优泌林,剂型：注射液,规格：3ml:300IU,生产企业：法国礼来(礼来苏州制药有限公司分装),配送企业：,订购数量：0,批准文号：国药准字J20170043",,,重组人胰岛素,0.0,,False,True,pydantic_direct
matched_row_69,69,call_104f60d37abf405f,"医院名称：北京市大兴区城镇观音寺社区卫生服务站,产品名称：黄氏响声丸,商品名：无,剂型：浓缩丸,规格：0.133g,生产企业：无锡济民可信山禾药业股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z32020461",,,黄氏响声丸,0.0,,False,True,pydantic_direct
matched_row_70,70,call_4420f80eb0044935,"医院名称：北京市朝阳区管庄地区京通新城社区卫生服务站,产品名称：培元通脑胶囊,商品名：无,剂型：胶囊剂,规格：0.6g,生产企业：河南羚锐制药股份有限公司,配送企业：,订购数量：0,批准文号：国药准字Z20000022",,,培元通脑胶囊,0.0,,False,True,pydantic_direct
matched_row_71,71,call_684fe43acc7c42be,"医院名称：北京市房山区阎村镇社区卫生服务中心,产品名称：去甲肾上腺素,商品名：无,剂型：注射液,规格：1ml:2mg,生产企业：天津金耀药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H12020621",,,去甲肾上腺素,0.0,,False,True,pydantic_direct
matched_row_72,72,call_aec6f6d03c81465e,"医院名称：北京市垂杨柳医院,产品名称：丁溴东莨菪碱,商品名：无,剂型：注射液,规格：1ml:20mg,生产企业：烟台鲁银药业有限公司,配送企业：,订购数量：0,批准文号：国药准字H37022621",,,丁溴东莨菪碱,0.0,,False,True,pydantic_direct
matched_row_73,73,call_f390760e1cd840af,"医院名称：北京市延庆区千家店镇社区卫生服务中心,产品名称：耳聋左慈丸,商品名：无,剂型：水蜜丸,规格：60g(10g/100粒),生产企业：北京同仁堂股份有限公司同仁堂制药厂,配送企业：,订购数量：0,批准文号：国药准字Z11021242",,,耳聋左慈丸,0.0,,False,True,pydantic_direct
matched_row_74,74,call_d754154dc01a44a7,"医院名称：北京市平谷区金海湖镇社区卫生服务中心,产品名称：百令胶囊,商品名：无,剂型：胶囊剂,规格：0.5g,生产企业：杭州中美华东制药有限公司,配送企业：,订购数量：0,批准文号：国药准字Z10910036",,,百令胶囊,0.0,,False,True,pydantic_direct
matched_row_75,75,call_8f7209e602124e2c,"医院名称：北京朝阳中西医结合急诊抢救中心,产品名称：头孢地尼,商品名：无,剂型：分散片,规格：0.1g,生产企业：国药集团致君(深圳)制药有限公司,配送企业：,订购数量：10,批准文号：国药准字H20100147",,,头孢地尼,10.0,,False,True,pydantic_direct
